assignment,is_actual,pre_mean,post_mean
宮城:1978|新潟:1981|山形:1978|山梨:1975|長野:1977|秋田:1982,0,-0.08965597667496081,0.1903245447519148
宮城:1978|新潟:1981|山形:1978|山梨:1975|長野:1982|秋田:1977,0,0.2180567611492101,0.19102923051199266
宮城:1978|新潟:1981|山形:1978|山梨:1977|長野:1975|秋田:1982,0,-0.20332008277289246,0.20653191172321497
宮城:1978|新潟:1981|山形:1978|山梨:1977|長野:1982|秋田:1975,0,0.3501672555350551,0.33499244091330255
宮城:1978|新潟:1981|山形:1978|山梨:1982|長野:1975|秋田:1977,0,-0.11044639468996309,0.2643969217483963
宮城:1978|新潟:1981|山形:1978|山梨:1982|長野:1977|秋田:1975,0,0.13532820579382138,0.3921527651784084
宮城:1978|新潟:1981|山形:1982|山梨:1975|長野:1977|秋田:1978,0,-0.15911212241838754,0.06453162098589404
宮城:1978|新潟:1981|山形:1982|山梨:1975|長野:1978|秋田:1977,0,-0.018544080441705826,0.15110899375373432
宮城:1978|新潟:1981|山形:1982|山梨:1977|長野:1975|秋田:1978,0,-0.27277622851632366,0.08073898795720451
宮城:1978|新潟:1981|山形:1982|山梨:1977|長野:1978|秋田:1975,0,0.11356641394413404,0.2950722041550481
宮城:1978|新潟:1981|山形:1982|山梨:1978|長野:1975|秋田:1977,0,-0.2962502657876138,0.05179903003177023
宮城:1978|新潟:1981|山形:1982|山梨:1978|長野:1977|秋田:1975,0,-0.05047566530384151,0.17955487346177998
宮城:1978|新潟:1982|山形:1975|山梨:1977|長野:1978|秋田:1981,0,0.24052446033974245,0.6213765505963775
宮城:1978|新潟:1982|山形:1975|山梨:1977|長野:1981|秋田:1978,0,0.3078295058330827,0.44387903080365765
宮城:1978|新潟:1982|山形:1975|山梨:1978|長野:1977|秋田:1981,0,0.07648238109177831,0.5058592199031205
宮城:1978|新潟:1982|山形:1975|山梨:1978|長野:1981|秋田:1977,0,0.28435546856177474,0.41493907287821047
宮城:1978|新潟:1982|山形:1975|山梨:1981|長野:1977|秋田:1978,0,0.07773490866366627,0.46703151386187614
宮城:1978|新潟:1982|山形:1975|山梨:1981|長野:1978|秋田:1977,0,0.21830295064034025,0.5536088866297035
宮城:1978|新潟:1982|山形:1977|山梨:1975|長野:1978|秋田:1981,0,-0.20333390626508469,0.05180099410670338
宮城:1978|新潟:1982|山形:1977|山梨:1975|長野:1981|秋田:1978,0,-0.13602886077175685,-0.12569652568603365
宮城:1978|新潟:1982|山形:1977|山梨:1978|長野:1975|秋田:1981,0,-0.4810400916109861,-0.0475089696152485
宮城:1978|新潟:1982|山形:1977|山梨:1978|長野:1981|秋田:1975,0,-0.027392403657203624,-0.010673273210148689
宮城:1978|新潟:1982|山形:1977|山梨:1981|長野:1975|秋田:1978,0,-0.4797875640390935,-0.08633667565649797
宮城:1978|新潟:1982|山形:1977|山梨:1981|長野:1978|秋田:1975,0,-0.09344492157863997,0.12799654054134188
宮城:1978|新潟:1982|山形:1978|山梨:1975|長野:1977|秋田:1981,0,0.15873696551713137,0.4217812437462134
