release_id,period_code,period,period_end,coverage_scope,source_table_number,estat_sid,taxonomy,industry_code,industry_name,parent_major_code,parent_major_name,capital_size_code,capital_size_name,sales_previous_oku_yen,sales_current_oku_yen,operating_profit_previous_oku_yen,operating_profit_current_oku_yen,operating_profit_yoy_delta_oku_yen,operating_margin_previous_pct,operating_margin_current_pct,sales_change_identity_effect_oku_yen,margin_change_identity_effect_oku_yen,interaction_identity_effect_oku_yen,shapley_sales_effect_oku_yen,shapley_margin_effect_oku_yen,shapley_reconstructed_delta_oku_yen,bridge_residual_oku_yen,bridge_status,shapley_order_count
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,145,情報通信機械器具製造業,108,製造業,19,1千万円以上 - 1億円未満,14484.62,12175.02,901.47,1879.0,977.53,6.223635828899895,15.433239534719451,-143.74109310427198,1333.9761002938806,-212.70500718960847,-250.09359669907622,1227.6235966990764,977.5300000000002,-2.2737367544323206e-13,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,145,情報通信機械器具製造業,108,製造業,24,1億円以上 - 10億円未満,18980.32,16277.56,343.57,1074.16,730.5900000000001,1.8101380798637747,6.599023440859687,-48.92368796732616,908.9457659501794,-129.43207798285314,-113.63972695875273,844.2297269587528,730.5900000000001,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,145,情報通信機械器具製造業,108,製造業,25,10億円以上,61718.39,74979.31,7320.15,17413.44,10093.289999999999,11.860565384158594,23.224326817624753,1572.8200871409638,7013.530600176236,1506.9393126828006,2326.289743482364,7767.0002565176355,10093.289999999999,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,123,自動車・同附属品製造業,108,製造業,19,1千万円以上 - 1億円未満,20298.67,21858.49,756.98,1061.25,304.27,3.7292098447829347,4.8550929181292934,58.1689610008933,228.5392896444354,17.561749354671218,66.94983567822891,237.32016432177102,304.2699999999999,5.684341886080802e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,123,自動車・同附属品製造業,108,製造業,24,1億円以上 - 10億円未満,18485.66,18672.54,830.1,924.06,93.95999999999992,4.4905077773798725,4.948764335221667,8.39186093436755,84.71174921033754,0.856389855294751,8.820055862014925,85.13994413798493,93.95999999999985,7.105427357601002e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,123,自動車・同附属品製造業,108,製造業,25,10億円以上,193123.6,201843.77,6327.44,5043.03,-1284.4099999999999,3.276368087587431,2.4984818704089804,285.7048670633723,-1502.281866518842,-67.83300054452995,251.78836679110734,-1536.198366791107,-1284.4099999999996,-2.2737367544323206e-13,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,125,その他の輸送用機械器具製造業,108,製造業,19,1千万円以上 - 1億円未満,5447.92,6877.77,497.15,847.81,350.65999999999997,9.125501108680009,12.326815232262781,130.48097760246114,174.4050324014906,45.773989996048286,153.36797260048527,197.29202739951472,350.65999999999997,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,125,その他の輸送用機械器具製造業,108,製造業,24,1億円以上 - 10億円未満,5411.22,4333.02,24.25,192.1,167.85,0.4481429326473513,4.4333974918186385,-4.831877099803741,215.65089175678855,-42.96901465698482,-26.31638442829615,194.16638442829614,167.85,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,125,その他の輸送用機械器具製造業,108,製造業,25,10億円以上,13095.3,13553.41,828.23,1015.9,187.66999999999996,6.324635556268279,7.495530645055378,28.97378794682065,153.33222456193684,5.363987491242582,31.65578169244194,156.01421830755814,187.67000000000007,-1.1368683772161603e-13,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,126,その他の製造業,108,製造業,19,1千万円以上 - 1億円未満,42152.5,40882.75,1893.21,2890.47,997.2599999999998,4.491335033509282,7.070145721606301,-57.02872658798411,1087.033175300096,-32.7444487121119,-73.40095094404006,1070.66095094404,997.26,-2.2737367544323206e-13,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,126,その他の製造業,108,製造業,24,1億円以上 - 10億円未満,26591.43,22255.1,384.7,1233.61,848.9099999999999,1.4467067021216984,5.543044066303903,-62.733976736113874,1089.274682760356,-177.63070602424224,-151.54932974823498,1000.4593297482348,848.9099999999999,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,126,その他の製造業,108,製造業,25,10億円以上,32389.97,34116.53,1728.54,2712.17,983.6300000000001,5.33665205617665,7.9497240780349,92.14049974112343,846.3732439582809,45.11625630059576,114.69862789142131,868.9313721085788,983.6300000000001,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,101,農業、林業,105,農林水産業(集約),19,1千万円以上 - 1億円未満,7577.9,5442.1,-116.33,280.91,397.24,-1.5351218675358609,5.161794160342515,32.78713284683091,507.4855996765954,-143.03273252342632,-38.72923341488225,435.9692334148823,397.24000000000007,-5.684341886080802e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,101,農業、林業,105,農林水産業(集約),24,1億円以上 - 10億円未満,917.12,710.16,-7.96,-66.91,-58.949999999999996,-0.8679344033496161,-9.421820434831588,1.7962770411723659,-78.44939957192746,17.703122530755092,10.647838306549911,-69.59783830654992,-58.95,7.105427357601002e-15,CALCULABLE,2
